Position,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63,theta64,theta65
-0.999,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.997,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.995,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.993,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.991,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.989,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.987,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.985,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.983,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.981,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.979,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
-0.977,0.000631887793871513,0.00060030814638533,0.000578242319737397,0.000559803726172518,0.000546638819641179,0.000540411386448568,0.000542375983152914,0.000547934740916281,0.000571112437120347,0.000599285383927106,0.000635331659463606,0.000663493160297695,0.000633981120427064,0.000508745435593555,0.000373630864624161,0.000288441777643549,0.000302723683531311,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304236660326853,0.000304375208672579
