chan_int_num,lambda_ft,omega_ftsec,meanMigrationRate_ftsec,holdThr_ftsec,constProbOrient,slopeProbOrient,pPersistence,daytimeSwimProb,stdMigrationRate_ftsec,pSystem,holdProb
208,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
209,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
210,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
211,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
212,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
213,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
214,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
215,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
216,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
217,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
218,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
219,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
220,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
221,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
222,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
223,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
224,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
225,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
226,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
227,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
228,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
229,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
230,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
231,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
232,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
233,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
234,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
235,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
236,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
237,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
238,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
239,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
240,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
241,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
242,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
243,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
244,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
245,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
246,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
247,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
248,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
249,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
250,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
251,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
252,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
253,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
254,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
255,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
256,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
257,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
258,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
259,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
260,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
261,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
262,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
263,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
264,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
265,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
266,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
267,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
268,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
269,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
270,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
271,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
272,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
273,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
274,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
275,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
276,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
277,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
278,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
279,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
280,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
281,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
282,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
283,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
284,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
285,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
286,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
287,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
288,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
289,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
290,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
291,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
292,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
293,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
294,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
295,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
296,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
297,2468832.025,0,1.07848692,3.754275511,-0.553883903,8.558385245,0.714137914,0.677406803,1.430060177,0.407944008,0.316704446
298,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
299,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
300,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
301,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
302,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
303,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
304,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
305,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
306,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
307,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
308,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
309,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
310,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
311,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
312,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
313,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
314,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
315,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
316,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
317,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
318,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
319,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
320,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
321,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
322,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
323,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
324,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
325,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
326,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
327,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
328,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
329,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
330,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
331,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
332,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
333,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
334,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
335,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
336,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
337,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
338,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
339,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
340,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
341,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
342,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
343,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
344,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
345,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
346,2333497.379,1.64041995,1.159241879,4.848617865,2.677999604,4.465809348,0.374281931,0.162731719,0.028954499,0.111043821,0.956642355
347,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
348,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
349,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
350,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
351,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
352,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
353,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
354,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
355,2604166.671,2.460629925,0.479452303,2.211009528,0.913398898,6.021399931,0.869763482,0.002572149,1.051343191,0.395429502,0.65990756
356,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
357,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
358,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
359,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
360,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
361,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
362,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
363,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
364,2874835.962,0.273403325,1.400086386,4.118784909,8.193268028,6.3973244,0.776384564,0.010776773,1.400617745,0.17029044,0.332287595
365,2874835.962,0.273403325,1.400086386,4.118784909,8.193268028,6.3973244,0.776384564,0.010776773,1.400617745,0.17029044,0.332287595
366,2874835.962,0.273403325,1.400086386,4.118784909,8.193268028,6.3973244,0.776384564,0.010776773,1.400617745,0.17029044,0.332287595
367,2874835.962,0.273403325,1.400086386,4.118784909,8.193268028,6.3973244,0.776384564,0.010776773,1.400617745,0.17029044,0.332287595
368,2874835.962,0.273403325,1.400086386,4.118784909,8.193268028,6.3973244,0.776384564,0.010776773,1.400617745,0.17029044,0.332287595
369,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
370,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
371,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
372,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
373,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
374,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
375,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
376,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
377,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
378,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
379,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
380,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
381,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
382,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
383,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
384,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
385,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
386,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
387,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
388,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
389,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
390,3280839.9,4.647856525,1.044498085,3.847635177,2.087474694,0.882892922,0.861202372,0.62320299,1.463299712,0.048812564,0.654227545
391,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
392,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
393,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
394,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
395,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
396,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
397,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
398,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
399,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
400,2468832.025,1.913823275,1.631902472,2.286794855,7.54604836,5.891614513,0.808695578,0.634487165,0.513893404,0.375354781,0.796385087
401,2062828.087,3.007436575,1.193501175,4.718812618,5.905799003,5.343898642,0.973505125,0.105182221,1.542078429,0.149538282,0.583826026
402,2062828.087,3.007436575,1.193501175,4.718812618,5.905799003,5.343898642,0.973505125,0.105182221,1.542078429,0.149538282,0.583826026
403,2062828.087,3.007436575,1.193501175,4.718812618,5.905799003,5.343898642,0.973505125,0.105182221,1.542078429,0.149538282,0.583826026
404,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
405,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
406,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
407,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
408,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
409,3280839.9,0.273403325,1.632448506,2.30067857,-0.196301512,5.768696048,0.613442724,0.703674651,0.036882921,0.031742279,0.604428869
410,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
411,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
412,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
413,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
414,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
415,3010170.608,0,1.26632779,3.714529114,-2.52685839,7.162506063,0.321954549,0.615578793,1.392827653,0.902371629,0.727731509
