"","TagID","RelGrp","DetDatetime","Visit","ArrayID"
"1",5078.02,1,2011-03-22 15:00:00,1,"Rel"
"2",5218.02,1,2011-03-22 15:00:00,1,"Rel"
"3",5323.02,1,2011-03-22 15:00:00,1,"Rel"
"4",5498.02,1,2011-03-22 15:00:00,1,"Rel"
"5",5743.02,1,2011-03-22 15:00:00,1,"Rel"
"6",6198.02,1,2011-03-22 15:00:00,1,"Rel"
"7",6548.02,1,2011-03-22 15:00:00,1,"Rel"
"8",6618.02,1,2011-03-22 15:00:00,1,"Rel"
"9",6758.02,1,2011-03-22 15:00:00,1,"Rel"
"10",7003.02,1,2011-03-22 15:00:00,1,"Rel"
"11",7913.02,1,2011-03-22 15:00:00,1,"Rel"
"12",8158.02,1,2011-03-22 15:00:00,1,"Rel"
"13",9033.02,1,2011-03-22 15:00:00,1,"Rel"
"14",10118.02,1,2011-03-22 15:00:00,1,"Rel"
"15",8893.02,1,2011-03-22 15:01:00,1,"Rel"
"16",9208.02,1,2011-03-22 15:00:00,1,"Rel"
"17",6128.02,1,2011-03-22 15:01:00,1,"Rel"
"18",6723.02,1,2011-03-22 15:01:00,1,"Rel"
"19",6863.02,1,2011-03-22 15:01:00,1,"Rel"
"20",7038.02,1,2011-03-22 15:01:00,1,"Rel"
"21",7248.02,1,2011-03-22 15:01:00,1,"Rel"
"22",7388.02,1,2011-03-22 15:01:00,1,"Rel"
"23",7493.02,1,2011-03-22 15:01:00,1,"Rel"
"24",8508.02,1,2011-03-22 15:01:00,1,"Rel"
"25",10258.02,1,2011-03-22 15:01:00,1,"Rel"
"26",10328.02,1,2011-03-22 15:01:00,1,"Rel"
"27",10468.02,1,2011-03-22 15:01:00,1,"Rel"
"28",10608.02,1,2011-03-22 15:01:00,1,"Rel"
"29",10993.02,1,2011-03-22 15:01:00,1,"Rel"
"30",9558.02,1,2011-03-22 21:03:00,1,"Rel"
"31",9768.02,1,2011-03-22 21:03:00,1,"Rel"
"32",5708.02,1,2011-03-22 21:03:00,1,"Rel"
"33",5848.02,1,2011-03-22 21:03:00,1,"Rel"
"34",6058.02,1,2011-03-22 21:03:00,1,"Rel"
"35",6233.02,1,2011-03-22 21:03:00,1,"Rel"
"36",6338.02,1,2011-03-22 21:03:00,1,"Rel"
"37",6373.02,1,2011-03-22 21:03:00,1,"Rel"
"38",6513.02,1,2011-03-22 21:03:00,1,"Rel"
"39",6653.02,1,2011-03-22 21:03:00,1,"Rel"
"40",6933.02,1,2011-03-22 21:03:00,1,"Rel"
"41",7528.02,1,2011-03-22 21:03:00,1,"Rel"
"42",7668.02,1,2011-03-22 21:03:00,1,"Rel"
"43",8963.02,1,2011-03-22 21:03:00,1,"Rel"
"44",9348.02,1,2011-03-22 21:03:00,1,"Rel"
"45",5603.02,1,2011-03-22 21:04:00,1,"Rel"
"46",7073.02,1,2011-03-22 21:04:00,1,"Rel"
"47",7283.02,1,2011-03-22 21:04:00,1,"Rel"
"48",7423.02,1,2011-03-22 21:04:00,1,"Rel"
"49",7598.02,1,2011-03-22 21:04:00,1,"Rel"
"50",7703.02,1,2011-03-22 21:04:00,1,"Rel"
"51",7843.02,1,2011-03-22 21:04:00,1,"Rel"
"52",8473.02,1,2011-03-22 21:04:00,1,"Rel"
"53",8613.02,1,2011-03-22 21:04:00,1,"Rel"
"54",8823.02,1,2011-03-22 21:04:00,1,"Rel"
"55",9803.02,1,2011-03-22 21:04:00,1,"Rel"
"56",10538.02,1,2011-03-22 21:04:00,1,"Rel"
"57",10783.02,1,2011-03-22 21:04:00,1,"Rel"
"58",9173.02,1,2011-03-22 21:04:00,1,"Rel"
"59",9873.02,1,2011-03-22 21:04:00,1,"Rel"
"60",5778.02,1,2011-03-23 03:10:00,1,"Rel"
"61",6023.02,1,2011-03-23 03:10:00,1,"Rel"
"62",7563.02,1,2011-03-23 03:10:00,1,"Rel"
"63",7808.02,1,2011-03-23 03:10:00,1,"Rel"
"64",8053.02,1,2011-03-23 03:10:00,1,"Rel"
"65",8263.02,1,2011-03-23 03:10:00,1,"Rel"
"66",8578.02,1,2011-03-23 03:10:00,1,"Rel"
"67",8858.02,1,2011-03-23 03:10:00,1,"Rel"
"68",9313.02,1,2011-03-23 03:10:00,1,"Rel"
"69",9628.02,1,2011-03-23 03:10:00,1,"Rel"
"70",5673.02,1,2011-03-23 03:10:00,1,"Rel"
"71",7318.02,1,2011-03-23 03:10:00,1,"Rel"
"72",7353.02,1,2011-03-23 03:10:00,1,"Rel"
"73",8543.02,1,2011-03-23 03:10:00,1,"Rel"
"74",10923.02,1,2011-03-23 03:10:00,1,"Rel"
"75",5253.02,1,2011-03-23 03:11:00,1,"Rel"
"76",5813.02,1,2011-03-23 03:11:00,1,"Rel"
"77",6163.02,1,2011-03-23 03:11:00,1,"Rel"
"78",10293.02,1,2011-03-23 03:11:00,1,"Rel"
"79",10643.02,1,2011-03-23 03:11:00,1,"Rel"
"80",5358.02,1,2011-03-23 03:11:00,1,"Rel"
"81",5463.02,1,2011-03-23 03:11:00,1,"Rel"
"82",5918.02,1,2011-03-23 03:11:00,1,"Rel"
"83",6303.02,1,2011-03-23 03:11:00,1,"Rel"
"84",6443.02,1,2011-03-23 03:11:00,1,"Rel"
"85",6478.02,1,2011-03-23 03:11:00,1,"Rel"
"86",8088.02,1,2011-03-23 03:11:00,1,"Rel"
"87",9103.02,1,2011-03-23 03:11:00,1,"Rel"
"88",9278.02,1,2011-03-23 03:11:00,1,"Rel"
"89",9418.02,1,2011-03-23 03:11:00,1,"Rel"
"90",5113.02,1,2011-03-23 09:01:00,1,"Rel"
"91",5988.02,1,2011-03-23 09:01:00,1,"Rel"
"92",8123.02,1,2011-03-23 09:01:00,1,"Rel"
"93",8228.02,1,2011-03-23 09:01:00,1,"Rel"
"94",8403.02,1,2011-03-23 09:01:00,1,"Rel"
"95",8928.02,1,2011-03-23 09:01:00,1,"Rel"
"96",9453.02,1,2011-03-23 09:01:00,1,"Rel"
"97",10223.02,1,2011-03-23 09:01:00,1,"Rel"
"98",10678.02,1,2011-03-23 09:01:00,1,"Rel"
"99",10958.02,1,2011-03-23 09:01:00,1,"Rel"
"100",5533.02,1,2011-03-23 09:01:00,1,"Rel"
"101",6898.02,1,2011-03-23 09:01:00,1,"Rel"
"102",9943.02,1,2011-03-23 09:01:00,1,"Rel"
"103",10188.02,1,2011-03-23 09:01:00,1,"Rel"
"104",10573.02,1,2011-03-23 09:01:00,1,"Rel"
"105",5428.02,1,2011-03-23 09:02:00,1,"Rel"
"106",6268.02,1,2011-03-23 09:02:00,1,"Rel"
"107",7633.02,1,2011-03-23 09:02:00,1,"Rel"
"108",10153.02,1,2011-03-23 09:02:00,1,"Rel"
