"","TagID","RelGrp","DetDatetime","Visit","ArrayID"
"1","1134289",1,2012-04-04 15:00:00,1,"Rel"
"2","1134293",1,2012-04-04 15:00:00,1,"Rel"
"3","1134297",1,2012-04-04 15:00:00,1,"Rel"
"4","1134290",1,2012-04-04 15:00:00,1,"Rel"
"5","1134294",1,2012-04-04 15:00:00,1,"Rel"
"6","1134298",1,2012-04-04 15:00:00,1,"Rel"
"7","1134295",1,2012-04-04 15:00:00,1,"Rel"
"8","1134299",1,2012-04-04 15:00:00,1,"Rel"
"9","1134819",1,2012-04-04 15:00:00,1,"Rel"
"10","1134292",1,2012-04-04 15:00:00,1,"Rel"
"11","1134296",1,2012-04-04 15:00:00,1,"Rel"
"12","1134300",1,2012-04-04 15:00:00,1,"Rel"
"13","1134301",1,2012-04-04 15:01:00,1,"Rel"
"14","1134305",1,2012-04-04 15:01:00,1,"Rel"
"15","1134309",1,2012-04-04 15:01:00,1,"Rel"
"16","1134306",1,2012-04-04 15:01:00,1,"Rel"
"17","1134310",1,2012-04-04 15:01:00,1,"Rel"
"18","1134318",1,2012-04-04 15:01:00,1,"Rel"
"19","1134303",1,2012-04-04 15:01:00,1,"Rel"
"20","1134307",1,2012-04-04 15:01:00,1,"Rel"
"21","1134311",1,2012-04-04 15:01:00,1,"Rel"
"22","1134308",1,2012-04-04 15:01:00,1,"Rel"
"23","1134312",1,2012-04-04 15:01:00,1,"Rel"
"24","1134343",1,2012-04-04 15:01:00,1,"Rel"
"25","1134302",1,2012-04-04 19:00:00,1,"Rel"
"26","1134325",1,2012-04-04 19:00:00,1,"Rel"
"27","1134345",1,2012-04-04 19:00:00,1,"Rel"
"28","1134315",1,2012-04-04 19:00:00,1,"Rel"
"29","1134322",1,2012-04-04 19:00:00,1,"Rel"
"30","1134326",1,2012-04-04 19:00:00,1,"Rel"
"31","1134316",1,2012-04-04 19:00:00,1,"Rel"
"32","1134323",1,2012-04-04 19:00:00,1,"Rel"
"33","1134327",1,2012-04-04 19:00:00,1,"Rel"
"34","1134313",1,2012-04-04 19:00:00,1,"Rel"
"35","1134317",1,2012-04-04 19:00:00,1,"Rel"
"36","1134324",1,2012-04-04 19:00:00,1,"Rel"
"37","1134328",1,2012-04-04 19:02:00,1,"Rel"
"38","1134332",1,2012-04-04 19:02:00,1,"Rel"
"39","1134336",1,2012-04-04 19:02:00,1,"Rel"
"40","1134314",1,2012-04-04 19:02:00,1,"Rel"
"41","1134337",1,2012-04-04 19:02:00,1,"Rel"
"42","1134341",1,2012-04-04 19:02:00,1,"Rel"
"43","1134330",1,2012-04-04 19:02:00,1,"Rel"
"44","1134334",1,2012-04-04 19:02:00,1,"Rel"
"45","1134338",1,2012-04-04 19:02:00,1,"Rel"
"46","1134331",1,2012-04-04 19:02:00,1,"Rel"
"47","1134335",1,2012-04-04 19:02:00,1,"Rel"
"48","1134339",1,2012-04-04 19:02:00,1,"Rel"
"49","1134340",1,2012-04-04 19:10:00,1,"Rel"
"50","1134342",1,2012-04-04 19:10:00,1,"Rel"
"51","1134344",1,2012-04-04 19:10:00,1,"Rel"
"52","1134304",1,2012-04-04 19:10:00,1,"Rel"
"53","1134329",1,2012-04-04 19:10:00,1,"Rel"
"54","1134346",1,2012-04-04 19:10:00,1,"Rel"
"55","1134348",1,2012-04-04 19:10:00,1,"Rel"
"56","1134821",1,2012-04-04 19:10:00,1,"Rel"
"57","1134347",1,2012-04-04 19:10:00,1,"Rel"
"58","1134349",1,2012-04-04 19:10:00,1,"Rel"
"59","1134354",1,2012-04-04 19:10:00,1,"Rel"
"60","1134355",1,2012-04-04 23:01:00,1,"Rel"
"61","1134359",1,2012-04-04 23:01:00,1,"Rel"
"62","1134363",1,2012-04-04 23:01:00,1,"Rel"
"63","1134356",1,2012-04-04 23:01:00,1,"Rel"
"64","1134360",1,2012-04-04 23:01:00,1,"Rel"
"65","1134364",1,2012-04-04 23:01:00,1,"Rel"
"66","1134357",1,2012-04-04 23:01:00,1,"Rel"
"67","1134361",1,2012-04-04 23:01:00,1,"Rel"
"68","1134365",1,2012-04-04 23:01:00,1,"Rel"
"69","1134358",1,2012-04-04 23:01:00,1,"Rel"
"70","1134362",1,2012-04-04 23:01:00,1,"Rel"
"71","1134366",1,2012-04-04 23:01:00,1,"Rel"
"72","1134367",1,2012-04-04 23:02:00,1,"Rel"
"73","1134371",1,2012-04-04 23:02:00,1,"Rel"
"74","1134375",1,2012-04-04 23:02:00,1,"Rel"
"75","1134368",1,2012-04-04 23:02:00,1,"Rel"
"76","1134372",1,2012-04-04 23:02:00,1,"Rel"
"77","1134376",1,2012-04-04 23:02:00,1,"Rel"
"78","1134369",1,2012-04-04 23:02:00,1,"Rel"
"79","1134373",1,2012-04-04 23:02:00,1,"Rel"
"80","1134377",1,2012-04-04 23:02:00,1,"Rel"
"81","1134370",1,2012-04-04 23:02:00,1,"Rel"
"82","1134374",1,2012-04-04 23:02:00,1,"Rel"
"83","1134378",1,2012-04-04 23:02:00,1,"Rel"
"84","1134379",1,2012-04-05 02:57:00,1,"Rel"
"85","1134383",1,2012-04-05 02:57:00,1,"Rel"
"86","1134390",1,2012-04-05 02:57:00,1,"Rel"
"87","1134380",1,2012-04-05 02:57:00,1,"Rel"
"88","1134387",1,2012-04-05 02:57:00,1,"Rel"
"89","1134391",1,2012-04-05 02:57:00,1,"Rel"
"90","1134381",1,2012-04-05 02:57:00,1,"Rel"
"91","1134388",1,2012-04-05 02:57:00,1,"Rel"
"92","1134392",1,2012-04-05 02:57:00,1,"Rel"
"93","1134382",1,2012-04-05 02:57:00,1,"Rel"
"94","1134389",1,2012-04-05 02:57:00,1,"Rel"
"95","1134393",1,2012-04-05 02:57:00,1,"Rel"
"96","1134394",1,2012-04-05 02:58:00,1,"Rel"
"97","1134398",1,2012-04-05 02:58:00,1,"Rel"
"98","1134402",1,2012-04-05 02:58:00,1,"Rel"
"99","1134395",1,2012-04-05 02:58:00,1,"Rel"
"100","1134399",1,2012-04-05 02:58:00,1,"Rel"
"101","1134403",1,2012-04-05 02:58:00,1,"Rel"
"102","1134396",1,2012-04-05 02:58:00,1,"Rel"
"103","1134400",1,2012-04-05 02:58:00,1,"Rel"
"104","1134404",1,2012-04-05 02:58:00,1,"Rel"
"105","1134397",1,2012-04-05 02:58:00,1,"Rel"
"106","1134401",1,2012-04-05 02:58:00,1,"Rel"
"107","1134405",1,2012-04-05 02:58:00,1,"Rel"
"108","1134406",1,2012-04-05 06:59:00,1,"Rel"
"109","1134410",1,2012-04-05 06:59:00,1,"Rel"
"110","1134414",1,2012-04-05 06:59:00,1,"Rel"
"111","1134407",1,2012-04-05 06:59:00,1,"Rel"
"112","1134411",1,2012-04-05 06:59:00,1,"Rel"
"113","1134415",1,2012-04-05 06:59:00,1,"Rel"
"114","1134408",1,2012-04-05 06:59:00,1,"Rel"
"115","1134412",1,2012-04-05 06:59:00,1,"Rel"
"116","1134416",1,2012-04-05 06:59:00,1,"Rel"
"117","1134409",1,2012-04-05 06:59:00,1,"Rel"
"118","1134413",1,2012-04-05 06:59:00,1,"Rel"
"119","1134417",1,2012-04-05 06:59:00,1,"Rel"
"120","1134421",1,2012-04-05 07:00:00,1,"Rel"
"121","1134425",1,2012-04-05 07:00:00,1,"Rel"
"122","1134429",1,2012-04-05 07:00:00,1,"Rel"
"123","1134422",1,2012-04-05 07:00:00,1,"Rel"
"124","1134426",1,2012-04-05 07:00:00,1,"Rel"
"125","1134430",1,2012-04-05 07:00:00,1,"Rel"
"126","1134423",1,2012-04-05 07:00:00,1,"Rel"
"127","1134427",1,2012-04-05 07:00:00,1,"Rel"
"128","1134431",1,2012-04-05 07:00:00,1,"Rel"
"129","1134424",1,2012-04-05 07:00:00,1,"Rel"
"130","1134428",1,2012-04-05 07:00:00,1,"Rel"
"131","1134432",1,2012-04-05 07:00:00,1,"Rel"
"132","1134433",1,2012-04-05 07:04:00,1,"Rel"
"133","1134437",1,2012-04-05 07:04:00,1,"Rel"
"134","1134441",1,2012-04-05 07:04:00,1,"Rel"
"135","1134434",1,2012-04-05 07:04:00,1,"Rel"
"136","1134438",1,2012-04-05 07:04:00,1,"Rel"
"137","1134442",1,2012-04-05 07:04:00,1,"Rel"
"138","1134435",1,2012-04-05 07:04:00,1,"Rel"
"139","1134439",1,2012-04-05 07:04:00,1,"Rel"
"140","1134443",1,2012-04-05 07:04:00,1,"Rel"
"141","1134436",1,2012-04-05 07:04:00,1,"Rel"
"142","1134440",1,2012-04-05 07:04:00,1,"Rel"
"143","1134444",1,2012-04-05 07:04:00,1,"Rel"
"144","1134445",1,2012-04-05 11:00:00,1,"Rel"
"145","1134449",1,2012-04-05 11:00:00,1,"Rel"
"146","1134456",1,2012-04-05 11:00:00,1,"Rel"
"147","1134446",1,2012-04-05 11:00:00,1,"Rel"
"148","1134450",1,2012-04-05 11:00:00,1,"Rel"
"149","1134457",1,2012-04-05 11:00:00,1,"Rel"
"150","1134447",1,2012-04-05 11:00:00,1,"Rel"
"151","1134454",1,2012-04-05 11:00:00,1,"Rel"
"152","1134458",1,2012-04-05 11:00:00,1,"Rel"
"153","1134448",1,2012-04-05 11:00:00,1,"Rel"
"154","1134455",1,2012-04-05 11:00:00,1,"Rel"
"155","1134463",1,2012-04-05 11:00:00,1,"Rel"
"156","1134460",1,2012-04-05 11:00:00,1,"Rel"
"157","1134462",1,2012-04-05 11:00:00,1,"Rel"
"158","1134464",1,2012-04-05 11:00:00,1,"Rel"
"159","1134459",1,2012-04-05 11:00:00,1,"Rel"
"160","1134461",1,2012-04-05 11:00:00,1,"Rel"
"161","1134465",1,2012-04-05 11:00:00,1,"Rel"
"162","1134474",1,2012-04-05 15:00:00,1,"Rel"
"163","1134478",1,2012-04-05 15:00:00,1,"Rel"
"164","1134482",1,2012-04-05 15:00:00,1,"Rel"
"165","1134475",1,2012-04-05 15:00:00,1,"Rel"
"166","1134479",1,2012-04-05 15:00:00,1,"Rel"
"167","1134486",1,2012-04-05 15:00:00,1,"Rel"
"168","1134420",1,2012-04-05 15:00:00,1,"Rel"
"169","1134472",1,2012-04-05 15:00:00,1,"Rel"
"170","1134480",1,2012-04-05 15:00:00,1,"Rel"
"171","1134351",1,2012-04-05 15:00:00,1,"Rel"
"172","1134473",1,2012-04-05 15:00:00,1,"Rel"
"173","1134477",1,2012-04-05 15:00:00,1,"Rel"
"174","1134489",1,2012-04-05 15:01:00,1,"Rel"
"175","1134493",1,2012-04-05 15:01:00,1,"Rel"
"176","1134497",1,2012-04-05 15:01:00,1,"Rel"
"177","1134490",1,2012-04-05 15:01:00,1,"Rel"
"178","1134494",1,2012-04-05 15:01:00,1,"Rel"
"179","1134498",1,2012-04-05 15:01:00,1,"Rel"
"180","1134487",1,2012-04-05 15:01:00,1,"Rel"
"181","1134491",1,2012-04-05 15:01:00,1,"Rel"
"182","1134495",1,2012-04-05 15:01:00,1,"Rel"
"183","1134488",1,2012-04-05 15:01:00,1,"Rel"
