"","TagID","FL_mm"
"2433","Dummy",193
"2434","Dummy",215
"2435","Dummy",222
"2436","Dummy",224
"2437","Dummy",217
"2438","Dummy",219
"2439","Dummy",217
"2440","Dummy",208
"2441","Dummy",206
"2442","Dummy",254
"2443","Dummy",225
"2444","Dummy",242
"2445","Dummy",217
"2446","Dummy",281
"2447","Dummy",234
"2448","Dummy",194
"2449","Dummy",249
"2450","Dummy",238
"2451","Dummy",230
"2452","Dummy",216
"2453","Dummy",222
"2454","Dummy",229
"2455","Dummy",256
"2456","Dummy",217
"2457","Dummy",216
"2458","Dummy",234
"2459","Dummy",245
"2460","Dummy",240
"2476","Dummy",246
"2477","Dummy",214
"2478","Dummy",226
"2479","Dummy",215
"2480","Dummy",253
"2481","Dummy",242
"2482","Dummy",223
"2483","Dummy",220
"2484","Dummy",236
"2485","Dummy",276
"2486","Dummy",236
"2487","Dummy",215
"2503","Dummy",230
"2504","Dummy",243
"2505","Dummy",234
"2506","Dummy",155
"2507","Dummy",228
"2508","Dummy",225
"2509","Dummy",210
"2510","Dummy",209
"2511","Dummy",218
"2512","Dummy",214
"2513","Dummy",241
"2514","Dummy",231
"2515","Dummy",239
"2516","Dummy",224
"2517","Dummy",234
"2518","Dummy",222
"2519","Dummy",199
"2520","Dummy",204
"2521","Dummy",235
"2522","Dummy",243
"2523","Dummy",243
"2524","Dummy",279
"2525","Dummy",225
"2526","Dummy",226
"2572","Dummy",235
"2573","Dummy",152
"2574","Dummy",175
"2575","Dummy",226
"2576","Dummy",240
"2577","Dummy",256
"2578","Dummy",233
"2579","Dummy",263
"2580","Dummy",261
"2581","Dummy",210
"2582","Dummy",235
"2583","Dummy",236
"2599","Dummy",195
"2600","Dummy",275
"2601","Dummy",193
"2602","Dummy",249
"2603","Dummy",246
"2604","Dummy",202
"2605","Dummy",271
"2606","Dummy",256
"2607","Dummy",246
"2608","Dummy",230
"2609","Dummy",300
"2610","Dummy",300
"2641","Dummy",241
"2642","Dummy",142
"2643","Dummy",247
"2644","Dummy",233
"2645","Dummy",234
"2646","Dummy",316
"2647","Dummy",235
"2648","Dummy",204
"2649","Dummy",165
"2650","Dummy",249
"2651","Dummy",256
"2652","Dummy",264
"2653","Dummy",232
"2654","Dummy",258
"2655","Dummy",275
"2656","Dummy",244
"2657","Dummy",260
"2658","Dummy",225
"2659","Dummy",283
"2660","Dummy",239
"2661","Dummy",262
"2662","Dummy",272
"2663","Dummy",296
