"","TagID","FL_mm"
"179",1153871,171
"180",1153874,177
"181",1153869,200
"182",1153872,224
"183",1153875,207
"184",1153837,212
"185",1153841,229
"186",1153842,185
"187",1153873,233
"188",1153877,197
"189",1153880,224
"190",1153878,241
"191",1153881,207
"192",1153884,204
"193",1153879,185
"194",1153882,205
"195",1153885,220
"196",1153840,167
"197",1153844,164
"198",1153845,232
"199",1153883,220
"200",1153887,196
"201",1153890,196
"202",1153888,220
"203",1153891,200
"204",1153894,191
"205",1153889,208
"206",1153892,182
"207",1153895,225
"208",1153843,224
"209",1153848,192
"210",1153849,227
"211",1153847,241
"212",1153850,202
"213",1153851,165
"214",1153854,192
"215",1153852,181
"216",1153855,186
"217",1153899,202
"218",1153893,225
"219",1153898,175
"220",1153902,234
"221",1153897,188
"222",1153901,191
"223",1153913,229
"224",1153917,198
"225",1153920,237
"226",1153918,208
"227",1153921,197
"228",1154171,201
"229",1153905,216
"230",1153900,210
"231",1153904,211
"232",1153923,215
"233",1153927,209
"234",1153930,181
"235",1153928,196
"236",1153931,202
"237",1153934,237
"238",1153929,193
"239",1153932,201
"240",1153935,215
"241",1153925,193
"242",1153903,211
"243",1153908,220
"244",1153933,181
"245",1153937,183
"246",1153940,188
"247",1153938,182
"248",1153944,177
"249",1154172,239
"250",1153857,203
"251",1153939,209
"252",1153912,212
"253",1153907,222
"254",1153911,207
"255",1153943,192
"256",1153947,219
"257",1153950,197
"258",1153948,217
"259",1153951,241
"260",1153954,187
"261",1153952,223
"262",1153949,164
"263",1153955,215
"264",1153915,224
"265",1153910,186
"266",1153914,217
"267",1153909,216
"268",1153919,211
"269",1153922,212
"270",1153942,225
"271",1153973,182
"272",1153977,221
"273",1153980,248
"274",1153978,212
"275",1153981,200
"276",1153984,163
"277",1153979,205
"278",1153982,224
"279",1153985,168
"280",1153953,253
"281",1153958,219
"282",1153959,199
"283",1153983,202
"284",1153987,194
"285",1153990,211
"286",1153988,220
"287",1153991,210
"288",1153994,157
"289",1153989,206
"290",1153992,238
"291",1153995,214
"292",1153957,231
"293",1153961,216
"294",1153962,204
"295",1153998,201
"296",1154001,201
"297",1154004,198
"298",1153999,221
"299",1154002,195
"300",1154005,245
"301",1153960,227
"302",1153964,236
"303",1153965,200
"304",1153993,219
"305",1153997,182
"306",1154000,191
"307",1154003,193
"308",1154007,206
"309",1154010,209
"310",1154008,205
"311",1154011,225
"312",1154014,230
"313",1154009,200
"314",1154015,213
"315",1154178,199
"316",1153963,189
"317",1153969,202
"318",1154177,208
"319",1153967,179
"320",1153970,201
"321",1153971,180
"322",1153974,205
"323",1153975,205
"324",1154185,191
"325",1154033,236
"326",1154037,240
"327",1154040,232
"328",1154034,202
"329",1154038,188
"330",1154041,197
"331",1154035,198
"332",1154039,209
"333",1154042,178
"334",1154013,189
"335",1154018,207
"336",1154019,223
"337",1154043,213
"338",1154047,214
"339",1154050,186
"340",1154044,215
"341",1154048,235
"342",1154051,196
"343",1154045,180
"344",1154049,215
"345",1154052,230
"346",1154017,215
"347",1154021,213
"348",1154022,227
"349",1154053,226
"350",1154057,204
"351",1154060,174
"352",1154054,189
"353",1154058,206
"354",1154061,213
"355",1154055,195
"356",1154059,210
"357",1154062,211
"358",1154020,199
"359",1154024,208
"360",1154025,194
"361",1154063,205
"362",1154067,172
"363",1154070,202
"364",1154064,214
"365",1154068,188
"366",1154071,188
"367",1153945,214
"368",1154072,219
"369",1154179,219
"370",1154023,201
"371",1154028,225
"372",1154029,222
"373",1154027,214
"374",1154032,210
"375",1154030,217
"376",1154031,231
"377",1154074,199
"378",1154073,212
"379",1154078,196
"380",1154075,200
"381",1154092,212
"382",1154095,225
"383",1154099,255
"384",1154090,220
"385",1154093,162
"386",1154097,209
"387",1154094,201
"388",1154098,206
"389",1154101,208
"390",1154081,187
"391",1154079,225
"392",1154077,195
"393",1154102,220
"394",1154105,220
"395",1154112,195
"396",1154100,202
"397",1154103,233
"398",1154107,207
"399",1154104,216
"400",1154108,191
"401",1154111,216
"402",1154084,210
"403",1154080,197
"404",1154115,191
"405",1154180,177
"406",1154110,192
"407",1154113,196
"408",1154117,175
"409",1154114,196
"410",1154118,199
"411",1154121,191
"412",1154088,202
"413",1154085,212
"414",1154083,211
"415",1154122,189
"416",1154125,239
"417",1154129,207
"418",1154120,179
"419",1154123,208
"420",1154127,209
"421",1154124,220
"422",1154128,205
"423",1154131,180
"424",1154091,198
"425",1154089,229
"426",1154087,239
"427",1154082,196
"428",1154119,214
"429",1154145,196
"430",1154149,211
"431",1154143,209
"432",1154148,216
"433",1154056,170
"434",1154152,213
"435",1154155,174
"436",1154159,212
"437",1154147,187
"438",1154150,275
"439",1154153,209
"440",1153796,214
"441",1154154,186
"442",1154158,177
"443",1154130,216
"444",1154132,194
"445",1154134,231
"446",1154162,184
"447",1154165,243
"448",1154168,222
"449",1154157,227
"450",1154160,203
"451",1154163,142
"452",1154161,187
"453",1154164,187
"454",1154167,168
"455",1154133,227
"456",1154135,197
"457",1154138,206
"458",1153906,201
"459",1153806,200
"460",1153738,233
"461",1154166,168
"462",1154169,203
"463",1154170,212
"464",1154173,192
"465",1154176,168
"466",1154137,224
"467",1154139,218
"468",1154141,200
"469",1153736,185
"470",1153986,239
"471",1153946,195
"472",1153794,185
"473",1154175,205
"474",1153674,204
"475",1153760,199
"476",1153661,181
"477",1154156,237
"478",1154140,194
"479",1153706,230
"480",1154144,223
"481",1154174,205
"482",1154727,213
"483",1154730,201
"484",1155190,199
"485",1154728,212
"486",1154731,201
"487",1154734,185
"488",1154729,225
"489",1154732,215
"490",1154735,189
"491",1154715,204
"492",1154716,210
"493",1154717,175
"494",1154736,242
"495",1154739,236
"496",1154742,180
"497",1154737,185
"498",1154740,242
"499",1154743,202
"500",1154738,213
"501",1154741,204
"502",1154744,202
"503",1154718,220
"504",1154719,224
"505",1154720,219
"506",1154745,190
"507",1154748,197
"508",1154751,241
"509",1154746,225
"510",1154749,215
"511",1154752,199
"512",1154747,170
"513",1154750,210
"514",1154753,197
"515",1154721,217
"516",1154722,187
"517",1154723,206
"518",1154754,169
"519",1154757,176
"520",1154760,203
"521",1154755,166
"522",1154761,232
"523",1155192,191
"524",1154756,211
"525",1154759,221
"526",1154762,210
"527",1154724,187
"528",1154725,208
"529",1154726,234
"530",1154709,248
"531",1154712,198
"532",1154710,234
"533",1154713,179
"534",1154711,244
"535",1154714,221
"536",1154763,239
"537",1154766,191
"538",1154764,174
"539",1154767,203
"540",1154765,206
"541",1154768,170
"542",1154781,218
"543",1154784,195
"544",1154787,221
"545",1154782,219
"546",1154785,197
"547",1154788,182
"548",1154786,205
"549",1155194,204
"550",1154789,210
"551",1154769,202
"552",1154770,227
"553",1154771,226
"554",1154790,189
"555",1154793,202
"556",1154796,257
"557",1154791,211
"558",1154794,203
"559",1154797,228
"560",1154792,200
"561",1154795,220
"562",1154798,206
"563",1154772,192
"564",1154773,205
"565",1154774,196
"566",1154799,214
"567",1154802,168
"568",1154805,197
"569",1154800,215
"570",1154803,218
"571",1154806,216
"572",1154801,220
"573",1154804,226
"574",1154807,191
"575",1154775,221
"576",1154776,193
"577",1154777,215
"578",1155196,204
"579",1154811,202
"580",1154814,232
"581",1154809,217
"582",1154812,233
"583",1154815,239
"584",1154810,199
"585",1155228,223
"586",1155229,188
"587",1154778,232
"588",1154779,217
"589",1154780,222
"590",1154835,209
"591",1154838,185
"592",1154841,216
"593",1154836,222
"594",1154839,202
"595",1154842,208
"596",1154837,215
"597",1154840,210
"598",1154843,243
"599",1154823,241
"600",1154824,231
"601",1154825,187
"602",1154844,218
"603",1154847,205
"604",1154850,229
"605",1154845,193
"606",1154848,194
"607",1154851,189
"608",1154846,180
"609",1154849,170
"610",1154852,179
"611",1154826,203
"612",1155189,181
"613",1154828,235
"614",1154853,198
"615",1154856,209
"616",1154859,214
"617",1154854,192
"618",1154857,213
"619",1154860,210
"620",1154855,189
"621",1154861,193
"622",1155200,205
"623",1154829,197
"624",1154830,218
"625",1154831,191
"626",1154862,209
"627",1154865,211
"628",1154868,193
"629",1154863,211
"630",1154866,202
"631",1154869,172
"632",1154864,265
"633",1154867,176
"634",1154870,209
"635",1155198,225
"636",1154834,209
"637",1154832,199
"638",1154817,215
"639",1154820,200
"640",1154818,213
"641",1154821,238
"642",1154819,210
"643",1154822,192
"644",1154889,200
"645",1154892,196
"646",1154895,212
"647",1154890,210
"648",1154893,229
"649",1154896,215
"650",1154891,169
"651",1154894,180
"652",1154897,210
"653",1154877,197
"654",1154878,215
"655",1154879,201
"656",1154901,205
"657",1155231,171
"658",1154904,215
"659",1154899,226
"660",1154902,197
"661",1154905,223
"662",1154900,193
"663",1154903,200
"664",1154906,213
"665",1154880,213
"666",1154881,207
"667",1154882,190
"668",1154907,240
"669",1154910,180
"670",1154913,219
"671",1155204,177
"672",1154911,229
"673",1154914,191
"674",1154909,212
"675",1154912,190
"676",1154915,208
"677",1155202,115
"678",1154884,177
"679",1154885,234
"680",1154916,186
"681",1154919,218
"682",1154922,205
"683",1154917,230
"684",1154920,237
"685",1154923,214
"686",1154918,195
"687",1154921,232
"688",1154924,218
"689",1154886,210
"690",1154887,228
"691",1154888,179
"692",1155230,178
"693",1154874,190
"694",1154872,198
"695",1154875,187
"696",1154873,215
"697",1154876,228
"698",1154925,181
"699",1154926,222
"700",1154927,219
"701",1154928,221
"702",1154929,234
"703",1154930,225
"704",1154943,226
"705",1154946,195
"706",1154949,209
"707",1154944,210
"708",1154947,203
"709",1154950,175
"710",1154945,224
"711",1154948,200
"712",1154951,165
"713",1154931,201
"714",1154932,211
"715",1155206,214
"716",1154952,183
"717",1155209,177
"718",1155232,201
"719",1154953,207
"720",1154956,179
"721",1154959,190
"722",1154954,215
"723",1154957,225
"724",1154960,225
"725",1154934,202
"726",1154935,208
"727",1154936,190
"728",1154961,219
"729",1154964,206
"730",1154967,230
"731",1154962,207
"732",1154965,197
"733",1154968,182
"734",1154963,200
"735",1154966,216
"736",1154969,240
"737",1154937,232
"738",1154938,262
"739",1154939,205
"740",1154970,213
"741",1154973,234
"742",1154976,243
"743",1154971,194
"744",1154974,179
"745",1154977,245
"746",1154972,205
"747",1154975,180
"748",1154978,216
"749",1154940,236
"750",1154941,220
"751",1154942,179
"752",1154997,242
"753",1155000,212
"754",1155003,224
"755",1154998,205
"756",1155191,206
"757",1155004,213
"758",1154999,200
"759",1155002,171
"760",1155005,217
"761",1154985,145
"762",1154986,226
"763",1154987,215
"764",1155006,211
"765",1155009,211
"766",1155012,225
"767",1155007,202
"768",1155010,227
"769",1155013,238
"770",1155213,199
"771",1155011,231
"772",1155014,206
"773",1154988,238
"774",1154989,173
"775",1154990,198
"776",1155016,215
"777",1155019,183
"778",1155025,205
"779",1155017,201
"780",1155020,181
"781",1155023,219
"782",1154991,198
"783",1154992,204
"784",1154993,256
"785",1155015,214
"786",1155018,204
"787",1155233,195
"788",1155024,225
"789",1155027,180
"790",1155030,216
"791",1155022,229
"792",1155028,192
"793",1155031,220
"794",1155026,218
"795",1155029,160
"796",1155032,219
"797",1154994,212
"798",1154995,172
"799",1154996,185
"800",1154979,203
"801",1154982,192
"802",1154980,208
"803",1155211,187
"804",1154981,192
"805",1154984,228
"806",1155087,237
"807",1155085,228
"808",1155088,217
"809",1155086,189
"810",1155101,203
"811",1155104,234
"812",1155107,198
"813",1155102,267
"814",1155105,222
"815",1155221,173
"816",1155103,185
"817",1155106,201
"818",1155109,224
"819",1155090,184
"820",1155091,219
"821",1155089,206
"822",1155110,192
"823",1155113,200
"824",1155116,224
"825",1155111,216
"826",1155114,195
"827",1155117,185
"828",1155112,216
"829",1155115,186
"830",1155118,203
"831",1155093,230
"832",1155094,193
"833",1155092,189
"834",1155119,229
"835",1155122,200
"836",1155125,209
"837",1155120,232
"838",1155123,199
"839",1155126,207
"840",1155121,227
"841",1155124,184
"842",1155127,213
"843",1155096,210
"844",1155097,193
"845",1155095,222
"846",1155128,230
"847",1155131,201
"848",1155134,200
"849",1155129,196
"850",1155132,211
"851",1155135,248
"852",1155130,216
"853",1155136,206
"854",1155223,240
"855",1155099,239
"856",1155100,196
"857",1155098,195
"858",1155051,224
"859",1155054,214
"860",1155057,205
"861",1155049,207
"862",1155052,232
"863",1155055,218
"864",1155050,221
"865",1155053,201
"866",1155056,196
"867",1155039,207
"868",1155037,194
"869",1155038,176
"870",1155060,217
"871",1155063,186
"872",1155066,202
"873",1155061,206
"874",1155217,222
"875",1155064,206
"876",1155059,225
"877",1155062,208
"878",1155065,210
"879",1155042,211
"880",1155040,180
"881",1155041,215
"882",1155069,210
"883",1155072,206
"884",1155075,203
"885",1155067,222
"886",1155070,220
"887",1155073,214
"888",1155068,187
"889",1155071,240
"890",1155074,225
"891",1155045,208
"892",1155043,206
"893",1155044,226
"894",1155078,219
"895",1155081,210
"896",1155084,224
"897",1155076,227
"898",1155079,199
"899",1155082,198
"900",1155077,233
"901",1155080,220
"902",1155219,208
"903",1155048,238
"904",1155046,213
"905",1155047,240
"906",1155215,204
"907",1155035,203
"908",1155036,152
"909",1155034,179
"910",1155137,229
"911",1155140,176
"912",1155138,219
"913",1155139,283
"914",1155155,206
"915",1155225,190
"916",1155161,203
"917",1155153,185
"918",1155156,189
"919",1155159,233
"920",1155154,192
"921",1155157,213
"922",1155160,220
"923",1155141,240
"924",1155142,198
"925",1155143,209
"926",1155164,226
"927",1155167,180
"928",1155170,228
"929",1155162,119
"930",1155165,189
"931",1155168,196
"932",1155163,211
"933",1155166,235
"934",1155169,208
"935",1155144,226
"936",1155145,212
"937",1155146,204
"938",1155173,186
"939",1155176,222
"940",1155179,201
"941",1155171,240
"942",1155174,224
"943",1155177,231
"944",1155172,231
"945",1155175,210
"946",1155178,215
"947",1155147,190
"948",1155148,196
"949",1155149,166
"950",1155182,235
"951",1155185,185
"952",1155188,202
"953",1155180,211
"954",1155227,185
"955",1155186,248
"956",1155181,194
"957",1155184,224
"958",1155193,232
"959",1155150,230
"960",1155151,207
"961",1155152,209
"962",1155241,217
"963",1160462,203
"964",1160465,199
"965",1160460,235
"966",1160463,192
"967",1160466,193
"968",1160461,221
"969",1160464,206
"970",1160467,203
"971",1155212,247
"972",1155214,239
"973",1155218,238
"974",1160468,216
"975",1160471,233
"976",1160474,235
"977",1160469,222
"978",1160472,197
"979",1160475,237
"980",1160470,255
"981",1160473,171
"982",1160476,216
"983",1155220,209
"984",1155222,238
"985",1155224,251
"986",1160477,243
"987",1160481,236
"988",1160942,233
"989",1160478,237
"990",1160482,220
"991",1160485,211
"992",1160480,195
"993",1160483,216
"994",1160486,202
"995",1155234,242
"996",1155235,237
"997",1155236,215
"998",1160487,232
"999",1160490,205
"1000",1160493,215
"1001",1160488,209
"1002",1160494,240
"1003",1160945,232
"1004",1160489,220
"1005",1160492,220
"1006",1160495,246
"1007",1155237,206
"1008",1155239,208
"1009",1155240,229
"1010",1155197,208
"1011",1155203,219
"1012",1155199,229
"1013",1155207,220
"1014",1155201,242
"1015",1155210,187
"1016",1160496,229
"1017",1160500,255
"1018",1160951,238
"1019",1160501,229
"1020",1160498,222
"1021",1160502,199
"1022",1160515,214
"1023",1160518,240
"1024",1160948,226
"1025",1160516,229
"1026",1160520,246
"1027",1160523,210
"1028",1160517,221
"1029",1160521,220
"1030",1160524,224
"1031",1160503,230
"1032",1160504,237
"1033",1160505,230
"1034",1160531,193
"1035",1160525,199
"1036",1160528,225
"1037",1160526,199
"1038",1160529,242
"1039",1160532,174
"1040",1160527,239
"1041",1160533,204
"1042",1160954,230
"1043",1160506,195
"1044",1160507,210
"1045",1160508,230
"1046",1160550,244
"1047",1160534,208
"1048",1160537,217
"1049",1160535,221
"1050",1160538,169
"1051",1160542,237
"1052",1160536,221
"1053",1160540,223
"1054",1160543,245
"1055",1160509,189
"1056",1160510,230
"1057",1160511,232
"1058",1160541,234
"1059",1160544,234
"1060",1160547,233
"1061",1160545,205
"1062",1160548,209
"1063",1160551,214
"1064",1160549,231
"1065",1160552,209
"1066",1160940,205
"1067",1160512,173
"1068",1160513,215
"1069",1160514,214
"1070",1160572,242
"1071",1160575,223
"1072",1160578,233
"1073",1160573,215
"1074",1160576,211
"1075",1160580,225
"1076",1160574,241
"1077",1160577,205
"1078",1160581,230
"1079",1160560,234
"1080",1160561,200
"1081",1160562,250
"1082",1160582,241
"1083",1160585,242
"1084",1160588,213
"1085",1160583,213
"1086",1160586,219
"1087",1160589,212
"1088",1160584,222
"1089",1160587,225
"1090",1160590,216
"1091",1160563,226
"1092",1160564,190
"1093",1160565,268
"1094",1160591,204
"1095",1160594,226
"1096",1160597,228
"1097",1160592,182
"1098",1160595,210
"1099",1160598,209
"1100",1160593,238
"1101",1160596,210
"1102",1160600,243
"1103",1160566,183
"1104",1160567,207
"1105",1160568,206
"1106",1160601,242
"1107",1160604,224
"1108",1160607,196
"1109",1160602,220
"1110",1160605,234
"1111",1160608,229
"1112",1160603,217
"1113",1160606,232
"1114",1160609,199
"1115",1160569,237
"1116",1160570,202
"1117",1160571,196
"1118",1160553,215
"1119",1160556,213
"1120",1160554,205
"1121",1160557,175
"1122",1160555,228
"1123",1160558,230
"1124",1160629,238
"1125",1160632,199
"1126",1160635,232
"1127",1160630,206
"1128",1160633,216
"1129",1160636,220
"1130",1160631,230
"1131",1160634,177
"1132",1160637,259
"1133",1160664,249
"1134",1160617,206
"1135",1160618,223
"1136",1160638,203
"1137",1160642,227
"1138",1160645,200
"1139",1160640,221
"1140",1160643,209
"1141",1160646,237
"1142",1160641,237
"1143",1160644,244
"1144",1160647,193
"1145",1160620,234
"1146",1160621,266
"1147",1160622,175
"1148",1160648,235
"1149",1160651,213
"1150",1160654,218
"1151",1160649,224
"1152",1160652,240
"1153",1160655,232
"1154",1160650,243
"1155",1160653,183
"1156",1160656,251
"1157",1160661,252
"1158",1160624,257
"1159",1160625,192
"1160",1160616,222
"1161",1160623,209
"1162",1160657,241
"1163",1160658,247
"1164",1160662,227
"1165",1160665,202
"1166",1160660,222
"1167",1160663,172
"1168",1160666,240
"1169",1160626,223
"1170",1160627,225
"1171",1160628,239
"1172",1160610,260
"1173",1160613,237
"1174",1160611,197
"1175",1160614,235
"1176",1160612,268
"1177",1160615,219
"1178",1160668,225
"1179",1160667,227
"1180",1160669,209
"1181",1160670,182
"1182",1160671,219
"1183",1160672,204
"1184",1160686,259
"1185",1160689,244
"1186",1160692,230
"1187",1160687,236
"1188",1160690,227
"1189",1160693,200
"1190",1160688,195
"1191",1160691,216
"1192",1160694,221
"1193",1160673,247
"1194",1160674,210
"1195",1160675,229
"1196",1160695,231
"1197",1160698,224
"1198",1160702,239
"1199",1160696,237
"1200",1160700,215
"1201",1160703,182
"1202",1160697,233
"1203",1160701,202
"1204",1160704,230
"1205",1160677,188
"1206",1160676,216
"1207",1160678,249
"1208",1160705,194
"1209",1160708,217
"1210",1160711,204
"1211",1160706,221
"1212",1160709,220
"1213",1160712,216
"1214",1160707,188
"1215",1160710,224
"1216",1160713,231
"1217",1160680,253
"1218",1160681,229
"1219",1160682,185
"1220",1160714,236
"1221",1160717,215
"1222",1160721,245
"1223",1160715,214
"1224",1160718,245
"1225",1160722,243
"1226",1160716,217
"1227",1160720,228
"1228",1160723,212
"1229",1160683,248
"1230",1160684,217
"1231",1160685,253
"1232",1160746,194
"1233",1160749,230
"1234",1160752,237
"1235",1160744,211
"1236",1160747,212
"1237",1160750,215
"1238",1160745,252
"1239",1160748,231
"1240",1160751,227
"1241",1160733,239
"1242",1160731,223
"1243",1160732,240
"1244",1160755,250
"1245",1160758,244
"1246",1160781,256
"1247",1160943,230
"1248",1160756,227
"1249",1160760,252
"1250",1160754,196
"1251",1160757,213
"1252",1160761,242
"1253",1160736,190
"1254",1160734,208
"1255",1160735,200
"1256",1160763,223
"1257",1160766,220
"1258",1160769,236
"1259",1160764,166
"1260",1160767,259
"1261",1160770,247
"1262",1160740,227
"1263",1160737,238
"1264",1160738,197
"1265",1160765,210
"1266",1160768,231
"1267",1160771,237
"1268",1160774,212
"1269",1160777,220
"1270",1160772,241
"1271",1160775,214
"1272",1160778,227
"1273",1160773,237
"1274",1160776,215
"1275",1160780,218
"1276",1160743,205
"1277",1160741,242
"1278",1160727,260
"1279",1160730,195
"1280",1160725,192
"1281",1160728,236
"1282",1160726,232
"1283",1160729,237
"1284",1160762,215
"1285",1160742,221
"1286",1160803,224
"1287",1160806,247
"1288",1160809,235
"1289",1160797,209
"1290",1160801,189
"1291",1160804,217
"1292",1160798,266
"1293",1160802,207
"1294",1160805,212
"1295",1160790,213
"1296",1160785,197
"1297",1160786,243
"1298",1160812,253
"1299",1160815,197
"1300",1160818,262
"1301",1160807,226
"1302",1160810,207
"1303",1160813,232
"1304",1160808,222
"1305",1160811,188
"1306",1160814,236
"1307",1160793,236
"1308",1160788,194
"1309",1160789,211
"1310",1160825,230
"1311",1160946,197
"1312",1160828,259
"1313",1160816,238
"1314",1160820,230
"1315",1160823,235
"1316",1160817,170
"1317",1160821,246
"1318",1160824,219
"1319",1160796,198
"1320",1160791,233
"1321",1160792,233
"1322",1160831,221
"1323",1160834,225
"1324",1160837,224
"1325",1160826,213
"1326",1160782,229
"1327",1160829,208
"1328",1160827,183
"1329",1160830,195
"1330",1160833,235
"1331",1160800,240
"1332",1160794,202
"1333",1160795,198
"1334",1160784,237
"1335",1160783,226
"1336",1160787,207
"1337",1160832,205
"1338",1160841,236
"1339",1160835,218
"1340",1160838,225
"1341",1160836,210
"1342",1160852,207
"1343",1160855,218
"1344",1160858,210
"1345",1160856,231
"1346",1160860,253
"1347",1160863,206
"1348",1160854,209
"1349",1160857,252
"1350",1160861,220
"1351",1160844,233
"1352",1160842,190
"1353",1160840,249
"1354",1160862,222
"1355",1160865,220
"1356",1160868,235
"1357",1160866,254
"1358",1160869,223
"1359",1160872,244
"1360",1160864,215
"1361",1160870,208
"1362",1160843,225
"1363",1160871,248
"1364",1160972,225
"1365",1160877,225
"1366",1160875,226
"1367",1160878,249
"1368",1160882,231
"1369",1160873,243
"1370",1160876,216
"1371",1160880,237
"1372",1160850,239
"1373",1160848,217
"1374",1160846,200
"1375",1160881,196
"1376",1160884,246
"1377",1160885,223
"1378",1160888,234
"1379",1160883,239
"1380",1160886,209
"1381",1160889,207
"1382",1160853,217
"1383",1160851,230
"1384",1160849,218
"1385",1160867,201
"1386",1160847,248
"1387",1160845,246
"1388",1160887,209
"1389",1160891,215
"1390",1160890,230
"1391",1160893,219
"1392",1160894,221
"1393",1160892,257
"1394",1160909,230
"1395",1160912,204
"1396",1160915,220
"1397",1160910,230
"1398",1160913,228
"1399",1160916,247
"1400",1160908,218
"1401",1160911,242
"1402",1160914,240
"1403",1160897,227
"1404",1160895,242
"1405",1160896,218
"1406",1160918,197
"1407",1160922,212
"1408",1160925,221
"1409",1160920,228
"1410",1160923,216
"1411",1160926,213
"1412",1160917,195
"1413",1160921,235
"1414",1160924,241
"1415",1160901,243
"1416",1160898,224
"1417",1160900,209
"1418",1160928,218
"1419",1160931,198
"1420",1160934,232
"1421",1160929,198
"1422",1160932,234
"1423",1160935,210
"1424",1160927,212
"1425",1160930,226
"1426",1160975,224
"1427",1160904,236
"1428",1160902,201
"1429",1160903,243
"1430",1160937,227
"1431",1154871,216
"1432",1155021,207
"1433",1154816,257
"1434",1160938,219
"1435",1154898,234
"1436",1154813,199
"1437",1160936,222
"1438",1154955,229
"1439",1160907,222
"1440",1160905,250
"1441",1160906,212
